,id,question,answer,label
1410,1410,What does the cenotaph at the memorial center display?,The names of Virginia Tech's seven Medal of Honor recipients.,1.0
1411,1411,Where is the April 16 Memorial located?,On the Drillfield.,1.0
1412,1412,What does the Hokie Stone symbolize?,"Virginia Tech's relentless spirit, courage to move forward, and determination never to forget.",1.0
1413,1413,What are gargoyles?,Decorative elements in the neo-Gothic architecture at Virginia Tech.,1.0
1414,1414,What does the VT-shaped logo of Virginia Tech represent?,"Disciplinary depth, ability to work across disciplines, experiential learning, and the spirit of Ut Prosim.",1.0
1415,1415,Who laid the foundations for modern-day Virginia Tech in the 1890s?,John M. McBryde.,1.0
1416,1416,Who transformed VPI into a major research university in the 1960s and 1970s?,T. Marshall Hahn Jr.,1.0
1417,1417,Who guided the growth and scope of Virginia Tech during the first 14 years of the 2000s?,Charles W. Steger.,1.0
1418,1418,When did the tradition of designing a unique class ring begin at Virginia Tech?,1911-12.,1.0
1419,1419,What is the Virginia Tech Ring Dance?,An event where couples exchange rings to the tune of 'Moonlight and VPI'.,1.0
1420,1420,What is the origin of the word 'Hokie'?,It was coined by O.M. Stull in a spirit yell he wrote for a competition.,1.0
1421,1421,When were the colors burnt orange and Chicago maroon adopted by Virginia Tech?,1896.,1.0
1422,1422,What was the original name of Virginia Tech?,Virginia Agricultural and Mechanical College.,1.0
1423,1423,When did Virginia Tech officially open?,"October 1, 1872.",1.0
1424,1424,When was the current legal name of Virginia Tech established?,"June 26, 1970.",1.0
1425,1425,What is the motto of Virginia Tech?,Ut Prosim (That I May Serve).,1.0
1426,1426,When was the current university logo adopted?,1991.,1.0
1427,1427,What is the athletic logo of Virginia Tech?,A streamlined 'VT'.,1.0
1428,1428,What is the origin of the term 'Gobblers'?,There are two theories - one related to athletes gobbling down food and another related to the 'Gobbler Club' initiated by the football coach in 1909.,1.0
1429,1429,When did the transition from 'Gobbler' to 'Hokie' nickname occur?,In the late 1970s and early 1980s.,1.0
1430,1430,When was the current HokieBird mascot costume introduced?,1987.,1.0
1431,1431,"Who composed the university's fight song, Tech Triumph?",Wilfred P. Maddux and Mattie Eppes in 1919.,1.0
1432,1432,What is Hokie Stone?,Hokie Stone is a native limestone common in Southwest Virginia and parts of Tennessee and Alabama.,1.0
1433,1433,When was Hokie Stone first used in campus building construction?,Hokie Stone was first used in campus building construction in 1899.,1.0
1434,1434,What are the colors of Hokie Stone?,"Hokie Stone comes in varying colors such as grays, browns, blacks, pinks, oranges, and maroons.",1.0
1435,1435,When did corps participation become voluntary at Virginia Tech?,Corps participation became voluntary in 1964.,1.0
1436,1436,What is the Honor Code at Virginia Tech?,"The Honor Code at Virginia Tech states that a cadet will not lie, cheat or steal, nor tolerate those that do.",1.0
1437,1437,What is the purpose of the junior-freshman mentor relationship in the Corps of Cadets?,The purpose of the junior-freshman mentor relationship is to help the freshmen navigate the challenges of their first cadet year.,1.0
1438,1438,What is the Caldwell March?,"The Caldwell March is an annual 26-mile hike that recreates the trek made by Addison Caldwell, the first student at the Virginia Agricultural and Mechanical College in 1872.",1.0
1439,1439,What was the 'rat' system in the Corps of Cadets?,The 'rat' system was a system of military and civilian rules that replaced the sophomores dressing freshmen in costumes for an annual 'rat parade'.,1.0
1440,1440,What is the Game-ball Run?,The Game-ball Run is a tradition where members of Ranger Company run the game ball for 100 miles around campus during the week of the annual Homecoming football game.,1.0
1441,1441,What is Skipper at Virginia Tech?,Skipper is a cannon that is fired outside Lane Stadium when the football team enters the field and when it scores.,1.0
1442,1442,What is the Ring Dance at Virginia Tech?,The Ring Dance is a tradition where each couple receives a pair of ribbons in the class colors and exchanges rings while a specific song is sung.,1.0
1443,1443,What is a coofer at Virginia Tech?,A coofer is a term used to refer to tests or homework completed in an earlier course that is available to students taking the course later.,1.0
1444,1444,When did the Class Ring Tradition begin at Virginia Tech?,The Class Ring Tradition began in 1912 when the Class of 1914 designed a class ring that would be unique and meaningful to class members.,1.0
