id,question,answer,label
1275,What skills can I gain from studying Book-Keeping at Virginia Tech?,"Studying Book-Keeping at Virginia Tech can help you develop skills in financial analysis, data management, and accounting software usage.",
1276,Who graduated from V.A.M.C. with the college's second graduating class in the 1876 commencement exercises?,William Addison Caldwell,
1277,When did the commencement exercises for the second graduating class of V.A.M.C. begin?,August 6,
1278,Who delivered the sermon during the commencement exercises?,Rev. Oscar F. Flippo of Baltimore,
1279,Who delivered the fourth annual address before the literary societies?,Maj. John W. Daniel of Lynchburg,
1280,Who responded in a brief but able and eloquent speech when called for by the attendees?,Governor Kemper,
1281,Who reviewed the corps and the college's Board of Visitors on the same day?,Governor Kemper,
1282,Who presented the diplomas during the commencement exercises?,President Minor,
1283,What type of certificates did students receive at that time?,Graduate certificates,
1284,Who delivered the annual address to faculty and students?,Gen. J.H. Williams of Winchester,
1285,What are Virginia Tech's sports teams called?,The Hokies,
1286,When was the word 'Hokie' originated?,In 1896,
1287,Who created the 'Old Hokie' spirit yell?,O. M. Stull,
1288,Why was the spirit yell created?,Because the college's name was changed,
1289,What was the original name of Virginia Tech?,Virginia Agricultural and Mechanical College (VAMC),
1290,What is the official university school colors of Virginia Tech?,Chicago Maroon and Burnt Orange,
1291,What is the team mascot of Virginia Tech?,The HokieBird,
1292,What is the abbreviation for Virginia Tech?,VT,
1293,What is the rivalry game between Virginia Tech and Virginia Military Institute called?,The Military Classic of the South,
1294,When was Tech Triumph written?,In 1919,
1295,What conference do Virginia Tech's teams participate in?,The Atlantic Coast Conference (ACC),
1296,When did Virginia Tech join the ACC?,In 2003,
1297,What conference did Virginia Tech join in 1921?,The Southern Intercollegiate Conference,
1298,When did Virginia Tech join the Metro Conference?,In 1978,
1299,Who was Virginia Tech's director of athletics and football coach in the past?,Frank Moseley,
1300,When was Virginia Tech invited to join the Big East Conference?,In 1991,
1301,Which schools were members of the Big East football conference?,"Boston College, Miami, Pittsburgh, Rutgers, Syracuse, Temple, Virginia Tech, and West Virginia",
1302,When did Virginia Tech join the Atlantic 10 Conference?,In June 1995,
1303,How much did Virginia Tech pay to join the Big East conference?,$8.3 million,
1304,Which conference did Virginia Tech join after leaving the Big East?,The ACC,
1305,Who was the head coach of Virginia Tech's football team from 1987 to 2015?,Frank Beamer,
1306,Who succeeded Frank Beamer as the head coach of Virginia Tech's football team?,Justin Fuente,
1307,Where does Virginia Tech's football team play their home games?,Lane Stadium,
1308,How many times has Virginia Tech's football team finished with a top-10 ranking?,Five times,
1309,Who is the current head coach of Virginia Tech's men's basketball team?,Mike Young,
1310,How many times has Virginia Tech's men's basketball team made the NCAA Tournament?,11 times,
1311,Who was the previous head coach of Virginia Tech's men's basketball team?,Buzz Williams,
1312,When did Virginia Tech's women's basketball team make their first NCAA tournament appearance?,1994,
1313,Who is the coach of Virginia Tech's women's basketball team?,Kenny Brooks,
1314,When did Virginia Tech's women's soccer team make it to the Final Four for the first time?,2013,
1315,Who is the current coach of Virginia Tech's men's soccer team?,Oliver Weiss,
1316,Who is the winningest baseball coach in Virginia Tech history?,Chuck Hartman,
1317,Who is the current coach of Virginia Tech's baseball team?,John Szefc,
1318,When did the Virginia Tech softball team start its varsity program?,1996,
1319,How many conference championship games has the Virginia Tech softball team played in?,6,
1320,Which year did the Virginia Tech softball team win both the ACC regular season and tournament titles?,2007,
1321,Who was the head coach of the Virginia Tech softball team?,Scot Thomas,
1322,Who was the senior All-American pitcher for the Virginia Tech softball team?,Angela Tincher,
1323,When did the Virginia Tech softball team make their first College World Series appearance?,2008,
1324,Which team did the Virginia Tech softball team upset in a 1-0 no-hitter in 2008?,USA national team,
1325,Who helped start the Virginia Tech softball program in 1996?,Scot Thomas,
1326,Who was named as the new head coach of the Virginia Tech softball program in 2018?,Pete D'Amour,
1327,How many conference championships has the Virginia Tech men's golf team won?,12,
1328,Who was the first American to win the British Amateur golf tournament since 1979?,Drew Weaver,
1329,Which golfer from Virginia Tech won three PGA Tour wins?,Johnson Wagner,
1330,Who was the head coach of the Virginia Tech wrestling program in 2006?,Kevin Dresser,
1331,Who became the wrestling program's head coach in 2017?,Tony Robie,
1332,Who was the first Hokie wrestler to win a national championship for Virginia Tech?,Mekhi Lewis,
1333,When was the Virginia Tech Ice Hockey team formed?,1984,
1334,Where does the Virginia Tech Ice Hockey team play their home games?,Berglund Center in Roanoke,
1335,When did the Virginia Tech rugby team win the Atlantic Coast Rugby League 7s?,2012,
1336,How many National Championships has the Virginia Tech College Bass team won?,1,
1337,When did the Virginia Tech Club Field Hockey team win the National Field Hockey League championship?,2017,
1338,"Which three schools, including Virginia Tech, have not won an NCAA-recognized national championship in any varsity team sport?","Virginia Tech, Kansas State, and UCF",
1339,Who won a $5 prize for coming up with the spirit cheer 'Old Hokie'?,O.M. Stull,
1340,What was the original spirit cheer before it was changed to 'Old Hokie'?,"Hoki, Hoki, Hoki, Hy. Techs, Techs, V.P.I. Sola-Rex, Sola-Rah. Polytechs - Vir-gin-ia. Rae, Ri, V.P.I.",
1341,What name was given to Virginia Tech in 1896?,Virginia Agricultural and Mechanical College and Polytechnic Institute,
1342,What were the original colors of Virginia Tech's athletic uniforms?,Black and gray,
1343,Why were burnt orange and Chicago maroon chosen as Virginia Tech's colors?,No other college was using that particular color combination,
1344,When were burnt orange and Chicago maroon first worn by Virginia Tech's football team?,"October 26, 1896",
1345,What was the nickname for Virginia Tech students before they were called Hokies?,Gobblers,
1346,How did the nickname 'Gobblers' originate?,It resulted from the way student athletes would 'gobble' up their food,
1347,Who trained a large turkey to pull a cart at a football game in 1913?,Floyd Meade,
1348,When did the current HokieBird mascot debut?,September 1987,
1349,When do students who dress as the HokieBird reveal their identity?,During commencement,
1350,"Who composed the university's most popular fight song, 'Tech Triumph'?",Wilfred P. Maddux and Mattie Eppes,
1351,When was 'Tech Triumph' officially adopted by the student body?,December 1919,
1352,What are the colors mentioned in the fight song?,Orange and Maroon,
1353,What is the abbreviation for Virginia Polytechnic Institute mentioned in the fight song?,V.P.I.,
1354,When was the Alma Mater composed?,Spring 1939,
1355,Who composed the music for the Alma Mater?,Ernest T. Sparks,
1356,Who wrote the lyrics for the Alma Mater?,L.G. Chase,
1357,What is the chorus of the Alma Mater?,"VT, all hail to thee",
1358,What are the colors mentioned in the Alma Mater?,Orange and Maroon,
1359,What is the name of Virginia Tech's fight song?,Enter Sandman,
1360,Who wrote and recorded the song 'Enter Sandman'?,Metallica,
1361,When did Virginia Tech start playing 'Enter Sandman' at football games?,2000,
1362,What was the date when the tradition of students jumping during 'Enter Sandman' started?,"December 1, 2001",
1363,Which band member of the Marching Virginians started jumping during the song?,A Marching Virginians band member,
1364,Where did the tradition of students jumping during 'Enter Sandman' eventually spread to?,Basketball teams' entrances in Cassell Coliseum,
1365,Who developed the Lunch Pail Defense at Virginia Tech?,Bud Foster,
1366,What does the Lunch Pail Defense Foundation provide?,Scholarships for high school students and assistance for families awaiting organ transplants,
1367,Who acquired the original lunch pail?,The mother-in-law of co-defensive coordinator Rod Sharpless,
1368,What did the lunch pail once belong to?,A coal miner,
1369,What does the lunch pail now contain?,"The names of the 32 Hokies who died in the tragedy on April 16, 2007",
1370,Who is entrusted with the care of the lunch pail?,A defensive leader,
1371,What is the Game-Ball Run?,The Game-Ball Run is a tradition where members of Ranger Company run the game ball for 100 miles around campus during the week of the annual homecoming football game.,
1372,When did the Game-Ball Run tradition start?,The tradition of the Game-Ball Run likely originated with the Virginia Tech-VMI football games years before 1977.,
1373,What is the purpose of the ceremony on the day of the game?,The ceremony on the day of the game includes running the ball into the stadium.,
1374,What is the name of the Army ROTC company at Virginia Tech?,The Army ROTC company at Virginia Tech is called Ranger Company.,
1375,How long has Ranger Company been performing the Game-Ball Run?,Ranger Company has been performing the Game-Ball Run every year since 1977.,
1376,When did the cadets from the Class of 1964 make a pact to build a cannon?,At a football game against Virginia Military Institute (VMI),
1377,Who were the two cadets from the Class of 1964 who made the pact?,Homer Hadley “Sonny” Hickam and Alton B. “Butch” Harper Jr.,
1378,What is the name of the cannon built by the cadets?,Skipper,
1379,Why is the cannon named Skipper?,"It is named after President John F. Kennedy, who had been a PT-boat skipper.",
1380,When did the first known organized competition against an off-campus team occur?,In 1877,
1381,Who did the VAMC baseball team play in the first known organized competition?,Roanoke College,
1382,What was the score of the first known organized competition?,53-13 in favor of the VAMC baseball team,
1383,When was the VAMC Athletic Association established?,Fall 1891,
1384,What sports were added to the VAMC Athletic Association the following year?,Football and tennis,
1385,How long did Tech play VMI in Roanoke on Thanksgiving Day?,Nearly 75 years,
1386,When did women join the athletics fold at Tech?,1970,
1387,What was the first women's sport at Tech?,Swimming,
1388,When did Tech join the Atlantic Coast Conference?,2004,
1389,What are some of the men's varsity sports at Tech?,"Football, basketball, baseball, soccer, indoor and outdoor track, swimming and diving, wrestling, tennis, golf, and cross country",
1390,What are some of the women's varsity sports at Tech?,"Basketball, tennis, volleyball, swimming and diving, indoor and outdoor track, soccer, softball, lacrosse, golf, and cross country",
1391,What does the Student-Athlete Performance Center benefit?,"Recruiting, nutrition, and performance for all 22 varsity sports",
1392,How many student-athletes earned GPAs above 3.0 in the 2021-22 academic year?,Over 350,
1393,When did the Virginia Tech Corps of Cadets become official?,In the 1890s,
1394,What was the original requirement for participation in the corps for all males?,Four years,
1395,When did participation in the corps become voluntary?,In 1964,
1396,What is the Upper Quad at Virginia Tech?,The home of the Corps of Cadets,
1397,What is Lane Hall?,A state and national historic landmark originally known as Barracks No. 1,
1398,What is the significance of the orange and maroon sidewalk in front of Lane Hall?,It forms the largest 'VT' on campus,
1399,What are some of the updates in the Upper Quad?,"Pearson and New Cadet halls replacing older cadet residence halls, and a new plaza displaying the Corps' monuments",
1400,What does the new plaza in the Upper Quad honor?,Those who have served in the past and present,
1401,What is the purpose of marching in memory of Caldwell?,It is not mentioned in the paragraph,
1402,What is the significance of the Corps of Cadets retracing Add Caldwell's walk?,They celebrate the progress of first-year cadets,
1403,What is Hokie Stone?,A limestone common in Southwest Virginia,
1404,When was Hokie Stone first used in campus building construction?,1899,
1405,What requirement do new central campus buildings at Virginia Tech have?,They must bear Hokie Stone,
1406,What colors can Hokie Stone vary in?,"Grays, browns, blacks, pinks, oranges, and maroons",
1407,When did the university start operating its own quarry?,Mid-1950s,
1408,What do the Pylons above War Memorial Chapel represent?,Virginia Tech's core values,
1409,What is the order of the Pylons from left to right?,"Brotherhood, Honor, Leadership, Sacrifice, Service, Loyalty, Duty, and Ut Prosim",
1410,What does the cenotaph at the memorial center display?,The names of Virginia Tech's seven Medal of Honor recipients.,
1411,Where is the April 16 Memorial located?,On the Drillfield.,
1412,What does the Hokie Stone symbolize?,"Virginia Tech's relentless spirit, courage to move forward, and determination never to forget.",
1413,What are gargoyles?,Decorative elements in the neo-Gothic architecture at Virginia Tech.,
1414,What does the VT-shaped logo of Virginia Tech represent?,"Disciplinary depth, ability to work across disciplines, experiential learning, and the spirit of Ut Prosim.",
1415,Who laid the foundations for modern-day Virginia Tech in the 1890s?,John M. McBryde.,
1416,Who transformed VPI into a major research university in the 1960s and 1970s?,T. Marshall Hahn Jr.,
1417,Who guided the growth and scope of Virginia Tech during the first 14 years of the 2000s?,Charles W. Steger.,
1418,When did the tradition of designing a unique class ring begin at Virginia Tech?,1911-12.,
1419,What is the Virginia Tech Ring Dance?,An event where couples exchange rings to the tune of 'Moonlight and VPI'.,
1420,What is the origin of the word 'Hokie'?,It was coined by O.M. Stull in a spirit yell he wrote for a competition.,
1421,When were the colors burnt orange and Chicago maroon adopted by Virginia Tech?,1896.,
1422,What was the original name of Virginia Tech?,Virginia Agricultural and Mechanical College.,
1423,When did Virginia Tech officially open?,"October 1, 1872.",
1424,When was the current legal name of Virginia Tech established?,"June 26, 1970.",
1425,What is the motto of Virginia Tech?,Ut Prosim (That I May Serve).,
1426,When was the current university logo adopted?,1991.,
1427,What is the athletic logo of Virginia Tech?,A streamlined 'VT'.,
1428,What is the origin of the term 'Gobblers'?,There are two theories - one related to athletes gobbling down food and another related to the 'Gobbler Club' initiated by the football coach in 1909.,
1429,When did the transition from 'Gobbler' to 'Hokie' nickname occur?,In the late 1970s and early 1980s.,
1430,When was the current HokieBird mascot costume introduced?,1987.,
1431,"Who composed the university's fight song, Tech Triumph?",Wilfred P. Maddux and Mattie Eppes in 1919.,
1432,What is Hokie Stone?,Hokie Stone is a native limestone common in Southwest Virginia and parts of Tennessee and Alabama.,
1433,When was Hokie Stone first used in campus building construction?,Hokie Stone was first used in campus building construction in 1899.,
1434,What are the colors of Hokie Stone?,"Hokie Stone comes in varying colors such as grays, browns, blacks, pinks, oranges, and maroons.",
1435,When did corps participation become voluntary at Virginia Tech?,Corps participation became voluntary in 1964.,
1436,What is the Honor Code at Virginia Tech?,"The Honor Code at Virginia Tech states that a cadet will not lie, cheat or steal, nor tolerate those that do.",
1437,What is the purpose of the junior-freshman mentor relationship in the Corps of Cadets?,The purpose of the junior-freshman mentor relationship is to help the freshmen navigate the challenges of their first cadet year.,
1438,What is the Caldwell March?,"The Caldwell March is an annual 26-mile hike that recreates the trek made by Addison Caldwell, the first student at the Virginia Agricultural and Mechanical College in 1872.",
1439,What was the 'rat' system in the Corps of Cadets?,The 'rat' system was a system of military and civilian rules that replaced the sophomores dressing freshmen in costumes for an annual 'rat parade'.,
1440,What is the Game-ball Run?,The Game-ball Run is a tradition where members of Ranger Company run the game ball for 100 miles around campus during the week of the annual Homecoming football game.,
1441,What is Skipper at Virginia Tech?,Skipper is a cannon that is fired outside Lane Stadium when the football team enters the field and when it scores.,
1442,What is the Ring Dance at Virginia Tech?,The Ring Dance is a tradition where each couple receives a pair of ribbons in the class colors and exchanges rings while a specific song is sung.,
1443,What is a coofer at Virginia Tech?,A coofer is a term used to refer to tests or homework completed in an earlier course that is available to students taking the course later.,
1444,When did the Class Ring Tradition begin at Virginia Tech?,The Class Ring Tradition began in 1912 when the Class of 1914 designed a class ring that would be unique and meaningful to class members.,
